length,width,depth,area,ambient_temp,surface_moisture,defect_severity,mass_required_kg,is_thermal_ok,is_monsoon_sim
2.125,0.219,0.0999,0.4659,34.2,5.8,1,137.994,1,0
1.861,0.2,0.0694,0.3721,28.3,12.3,1,76.446,0,1
1.084,0.327,0.0759,0.3548,26.9,36.2,1,79.98,0,1
0.178,0.524,0.063,0.0934,34.1,4.7,1,17.435,1,0
0.219,0.333,0.0886,0.0731,23.4,17.4,1,19.179,0,1
0.151,0.168,0.073,0.0254,34.8,2.5,1,5.483,1,0
0.398,0.414,0.0489,0.1648,32.2,9.6,0,23.872,0,0
0.246,1.079,0.0719,0.2651,34.8,4.0,1,56.495,1,0
0.401,0.8,0.0686,0.3209,26.0,4.7,1,65.292,1,0
0.586,2.745,0.0521,1.6089,24.6,24.0,1,248.274,0,1
2.964,0.558,0.0849,1.6543,29.1,21.0,1,415.729,0,1
1.043,0.424,0.0347,0.4418,30.9,2.8,0,45.442,1,0
1.902,1.046,0.0674,1.9901,29.3,11.2,1,397.668,0,0
1.339,0.525,0.0514,0.7027,27.8,10.7,1,106.88,0,1
0.219,0.871,0.0279,0.1909,25.2,36.8,0,15.758,0,1
1.432,2.439,0.0623,3.4918,29.2,7.7,1,644.801,1,0
0.422,0.653,0.0517,0.2755,31.3,11.0,1,42.205,0,0
1.119,0.652,0.0483,0.7293,28.2,36.7,0,104.079,0,1
0.517,1.294,0.0388,0.6689,30.3,1.4,0,76.893,1,0
5.0,1.229,0.1002,6.1436,26.2,7.9,2,1822.122,1,0
0.406,0.681,0.02,0.2764,22.8,14.1,0,16.383,0,1
0.427,0.154,0.02,0.0656,30.0,5.8,0,3.876,1,0
2.769,3.262,0.0705,9.0314,26.1,11.4,1,1883.164,0,0
0.125,0.479,0.0693,0.0598,32.9,7.2,1,12.265,1,0
1.293,0.405,0.0322,0.5232,24.0,6.8,0,49.947,0,0
1.392,3.294,0.048,4.5858,30.0,12.1,0,652.268,0,1
1.91,1.745,0.0725,3.3341,26.7,18.0,1,715.86,0,1
3.767,0.421,0.0545,1.5844,30.1,10.4,1,255.794,0,1
3.813,0.395,0.0759,1.5058,27.7,11.1,1,338.615,0,0
0.168,1.121,0.0591,0.1878,24.9,15.4,1,32.872,0,1
1.825,0.426,0.0496,0.7767,25.3,14.3,0,113.972,0,1
1.139,0.332,0.0308,0.3779,30.2,2.1,0,34.501,1,0
1.142,3.217,0.0587,3.6741,27.3,16.3,1,637.983,0,1
0.237,0.767,0.0472,0.1821,30.4,5.1,0,25.446,1,0
1.15,1.25,0.0799,1.438,27.9,10.2,1,339.707,0,0
4.145,1.099,0.0791,4.5539,26.9,6.7,1,1066.418,1,0
2.528,1.227,0.0551,3.1021,30.8,9.1,1,506.044,0,0
0.678,1.97,0.0593,1.336,27.2,36.1,1,234.729,0,1
0.141,0.656,0.0526,0.0923,29.2,10.2,1,14.387,0,0
0.55,1.22,0.0494,0.6708,24.0,38.9,0,98.205,0,1
1.851,1.375,0.0386,2.5449,28.9,38.4,0,290.763,0,1
1.309,2.441,0.0614,3.1949,31.7,4.6,1,579.524,1,0
0.715,1.099,0.0542,0.7857,23.6,10.3,1,126.36,0,1
0.157,1.885,0.0898,0.2953,41.3,9.0,1,78.491,0,0
0.657,0.18,0.0529,0.1181,24.2,1.8,1,18.525,0,0
0.733,0.208,0.1081,0.1523,34.2,3.5,2,48.751,1,0
2.739,0.238,0.0961,0.6516,24.4,6.2,1,185.611,0,0
1.125,0.225,0.0456,0.2532,37.2,9.4,0,34.185,0,0
0.473,0.173,0.0585,0.082,26.1,28.0,1,14.211,0,1
0.845,0.205,0.0289,0.1729,28.1,24.9,0,14.831,0,1
0.168,3.5,0.0516,0.5892,25.9,24.0,1,90.121,0,1
3.696,0.354,0.0675,1.309,32.6,3.7,1,261.118,1,0
0.546,0.62,0.0641,0.3388,27.4,4.4,1,64.381,1,0
0.75,1.479,0.0438,1.109,41.2,2.1,0,144.112,1,0
0.539,0.201,0.0585,0.1082,30.9,3.1,1,18.733,1,0
1.247,0.405,0.07,0.5057,31.6,3.1,1,104.694,1,0
1.185,0.239,0.0574,0.2831,35.4,7.3,1,48.123,1,0
1.356,0.152,0.087,0.2057,27.5,14.5,1,53.025,0,1
0.412,2.69,0.0582,1.1089,30.5,21.2,1,191.16,0,1
0.479,1.664,0.0283,0.7974,26.3,5.1,0,66.671,1,0
0.234,1.792,0.028,0.4189,24.9,2.9,0,34.754,0,0
1.166,1.724,0.0525,2.0098,32.5,1.2,1,312.022,1,0
0.141,0.234,0.0362,0.0329,26.2,18.4,0,3.536,0,1
1.011,1.33,0.0276,1.3437,25.8,27.9,0,109.882,0,1
2.138,1.141,0.0515,2.4397,36.6,5.7,1,372.47,1,0
2.315,2.177,0.0759,5.0387,36.5,11.5,1,1130.522,0,0
0.696,0.298,0.0507,0.2075,31.8,1.3,1,31.132,1,0
0.715,0.528,0.0666,0.3772,32.0,8.3,1,74.456,0,0
0.18,0.38,0.0887,0.0684,30.2,6.4,1,17.958,1,0
1.211,0.339,0.0677,0.4101,30.4,9.6,1,82.012,0,0
1.822,0.945,0.0413,1.7222,36.6,6.5,0,210.659,1,0
0.381,0.243,0.0595,0.0926,29.2,2.7,1,16.319,1,0
0.647,0.6,0.0512,0.3882,29.6,37.1,1,58.905,0,1
1.925,0.932,0.0701,1.7948,24.4,25.2,1,372.246,0,1
2.197,0.212,0.0637,0.465,31.5,2.3,1,87.935,1,0
0.379,0.338,0.0543,0.1278,37.6,8.3,1,20.587,0,0
0.9,2.838,0.0616,2.5535,28.4,28.6,1,466.377,0,1
0.314,1.369,0.0536,0.4297,25.0,32.2,1,68.216,0,1
0.207,1.004,0.028,0.2083,30.4,7.9,0,17.325,1,0
2.52,1.65,0.0212,4.1592,35.9,6.2,0,261.44,1,0
1.818,0.111,0.0775,0.2022,29.6,2.1,1,46.396,1,0
1.527,0.105,0.0806,0.1602,26.6,2.1,1,38.238,1,0
0.15,0.234,0.0637,0.0351,34.7,7.2,1,6.629,1,0
1.956,0.647,0.0789,1.2656,36.5,4.9,1,295.5,1,0
0.676,0.775,0.0943,0.5242,34.7,3.6,1,146.374,1,0
0.519,0.197,0.051,0.102,30.9,6.5,1,15.414,1,0
0.891,0.16,0.0454,0.1425,26.0,17.0,0,19.182,0,1
0.196,1.51,0.0747,0.2956,27.9,20.2,1,65.457,0,1
1.513,0.6,0.0879,0.9073,34.3,10.0,1,236.253,0,0
0.973,3.5,0.0465,3.4066,28.5,7.5,0,469.862,1,0
0.307,0.308,0.0895,0.0945,24.9,19.6,1,25.087,0,1
0.309,0.933,0.0524,0.288,27.4,12.9,1,44.741,0,1
0.304,1.405,0.0645,0.4267,32.8,2.8,1,81.352,1,0
0.159,1.749,0.0527,0.2775,31.4,3.4,1,43.284,1,0
0.986,0.393,0.065,0.3872,26.6,30.7,1,74.459,0,1
1.935,0.272,0.039,0.5259,27.4,17.0,0,60.725,0,1
0.118,0.305,0.0806,0.0359,28.8,1.2,1,8.553,1,0
0.15,0.979,0.0273,0.1471,36.2,1.4,0,11.87,1,0
0.95,0.691,0.0413,0.6568,33.4,1.5,0,80.429,1,0
1.812,0.831,0.0859,1.5058,35.1,2.5,1,383.17,1,0
0.496,0.117,0.1053,0.0578,25.6,33.1,2,18.026,0,1
0.53,0.497,0.0494,0.2634,25.3,4.6,0,38.548,1,0
1.007,0.397,0.0907,0.3999,27.3,26.8,1,107.271,0,1
0.42,1.695,0.0859,0.7127,29.7,5.7,1,181.268,1,0
0.127,1.298,0.0682,0.1648,27.3,10.6,1,33.262,0,1
1.429,0.549,0.0504,0.7846,29.5,36.0,1,117.156,0,1
1.083,0.897,0.0881,0.9706,33.3,4.0,1,252.877,1,0
0.969,0.139,0.0562,0.1348,27.7,26.5,1,22.473,0,1
1.454,0.911,0.0693,1.3245,24.0,18.2,1,271.858,0,1
1.225,0.182,0.02,0.2226,30.7,1.9,0,13.186,1,0
0.331,1.101,0.0519,0.3641,29.7,7.7,1,55.929,1,0
0.535,0.782,0.0478,0.4182,27.7,10.0,0,59.151,0,1
0.235,0.386,0.0625,0.0906,25.0,1.3,1,16.767,0,0
0.239,0.471,0.0537,0.1125,34.4,5.5,1,17.899,1,0
1.228,0.176,0.0498,0.2155,30.8,4.9,0,31.794,1,0
2.056,0.412,0.0599,0.8468,26.5,29.8,1,150.246,0,1
3.39,2.825,0.0445,9.5764,30.7,5.9,0,1262.988,1,0
1.09,0.633,0.0269,0.6895,30.8,3.9,0,54.951,1,0
0.303,0.614,0.0511,0.1864,26.2,38.9,1,28.158,0,1
0.212,0.894,0.0555,0.1892,41.0,3.8,1,31.134,1,0
1.776,0.63,0.075,1.1188,27.9,12.5,1,248.145,0,1
0.965,0.451,0.0559,0.4354,31.8,1.3,1,72.056,1,0
1.063,0.22,0.0678,0.2341,37.1,6.9,1,47.02,1,0
1.621,0.896,0.0455,1.4524,31.9,6.8,0,195.966,1,0
1.315,1.206,0.0596,1.5853,36.3,6.6,1,279.681,1,0
1.899,2.152,0.0254,4.0861,25.2,30.6,0,306.927,0,1
0.158,0.102,0.0474,0.0162,27.3,11.3,0,2.273,0,1
1.476,0.155,0.02,0.2291,39.0,5.1,0,13.559,1,0
2.003,1.937,0.0362,3.8801,32.9,2.6,0,416.026,1,0
0.437,0.898,0.0345,0.3924,37.7,2.3,0,40.112,1,0
1.123,2.634,0.0723,2.9581,30.5,1.3,1,632.962,1,0
0.477,0.551,0.067,0.2628,29.4,2.5,1,52.174,1,0
3.269,0.531,0.0814,1.7368,26.3,24.1,1,418.289,0,1
0.134,0.438,0.0336,0.0586,27.3,38.1,0,5.831,0,1
0.967,0.223,0.0764,0.2159,24.9,16.8,1,48.98,0,1
0.282,0.481,0.0485,0.1356,29.5,6.8,0,19.426,1,0
1.346,0.112,0.0959,0.1504,27.0,3.4,1,42.693,1,0
0.293,0.67,0.0564,0.1965,31.8,7.8,1,32.831,1,0
0.368,1.603,0.0921,0.5905,25.4,10.1,1,161.144,0,1
0.782,0.41,0.1175,0.3206,34.6,2.1,2,111.484,1,0
2.563,0.18,0.0685,0.4602,27.5,7.1,1,93.182,1,0
0.338,3.012,0.0956,1.0179,34.0,2.3,1,288.075,1,0
0.256,0.21,0.0534,0.0538,32.5,0.6,1,8.505,1,0
1.523,0.702,0.0862,1.0688,33.0,6.7,1,272.538,1,0
0.794,1.425,0.0587,1.1321,29.8,23.2,1,196.854,0,1
2.528,0.333,0.0713,0.8409,27.2,33.3,1,177.808,0,1
0.259,1.574,0.0701,0.4068,24.8,37.5,1,84.495,0,1
1.138,0.751,0.0565,0.8553,30.9,10.9,1,143.022,0,0
0.365,0.423,0.0303,0.1543,30.2,23.7,0,13.874,0,1
0.271,1.706,0.0329,0.4615,27.5,31.2,0,44.916,0,1
1.25,0.878,0.0832,1.098,29.1,11.6,1,269.967,0,0
1.001,0.864,0.0637,0.8649,29.4,8.2,1,163.247,0,0
1.506,0.661,0.0794,0.9953,24.7,34.2,1,234.249,0,1
0.47,0.357,0.05,0.1679,25.4,17.5,0,24.921,0,1
0.694,0.391,0.0531,0.2714,28.7,7.1,1,42.647,1,0
0.62,0.174,0.0528,0.1077,35.6,3.5,1,16.812,1,0
4.241,0.323,0.0266,1.3718,27.0,39.1,0,108.03,0,1
0.446,0.36,0.0531,0.1606,26.6,31.0,1,25.222,0,1
0.449,0.148,0.0537,0.0667,27.6,5.9,1,10.612,1,0
0.538,0.194,0.0598,0.1041,26.7,28.2,1,18.452,0,1
0.931,0.352,0.055,0.3279,30.2,8.7,1,53.367,0,0
0.391,1.005,0.0872,0.3926,29.6,6.5,1,101.288,1,0
2.569,0.263,0.0484,0.6753,27.8,23.7,0,96.893,0,1
0.409,0.69,0.0767,0.2822,29.1,4.3,1,64.135,1,0
2.362,0.667,0.066,1.5758,36.5,0.8,1,307.807,1,0
0.209,1.537,0.0606,0.3215,40.5,10.1,1,57.728,0,0
1.169,0.852,0.075,0.9953,30.2,7.4,1,221.409,1,0
2.475,2.091,0.0532,5.1755,23.9,6.8,1,817.559,0,0
0.285,0.891,0.0495,0.2539,37.9,10.6,0,37.217,0,0
3.552,0.121,0.0528,0.4287,34.6,9.5,1,66.949,0,0
0.703,0.484,0.0641,0.3405,32.6,11.1,1,64.709,0,0
3.014,1.061,0.0233,3.1963,26.3,33.5,0,220.51,0,1
1.23,0.616,0.0567,0.757,33.4,38.1,1,126.943,0,1
0.459,0.535,0.0739,0.2455,25.4,16.0,1,53.721,0,1
0.309,0.991,0.0595,0.3058,25.3,11.9,1,53.844,0,1
0.462,0.369,0.0624,0.1706,37.0,9.9,1,31.451,0,0
0.198,2.017,0.0692,0.3987,30.0,11.4,1,81.675,0,0
0.255,0.526,0.0618,0.1344,28.3,12.0,1,24.553,0,1
0.211,0.898,0.0275,0.1891,31.1,1.4,0,15.401,1,0
0.65,3.329,0.0892,2.1631,27.1,24.6,1,571.819,0,1
1.688,1.331,0.1123,2.247,26.8,32.7,2,746.844,0,1
0.252,0.707,0.0905,0.1784,25.0,30.3,1,47.823,0,1
0.24,1.669,0.0557,0.4,34.4,11.1,1,65.854,0,0
1.131,0.758,0.0423,0.857,26.6,4.5,0,107.385,1,0
0.32,0.566,0.0903,0.181,26.2,15.6,1,48.352,0,1
0.203,1.754,0.0629,0.3555,39.9,5.6,1,66.213,1,0
0.283,0.122,0.0786,0.0345,26.9,24.6,1,8.019,0,1
2.673,0.519,0.0402,1.3867,30.5,3.2,0,164.97,1,0
1.823,0.436,0.0702,0.7949,23.4,9.8,1,165.161,0,0
0.537,1.102,0.0677,0.5916,26.8,6.4,1,118.914,1,0
1.167,0.11,0.0877,0.1285,29.2,10.7,1,33.37,0,0
0.871,0.965,0.0764,0.8402,29.7,0.9,1,190.05,1,0
1.23,0.44,0.0633,0.5416,31.0,7.2,1,101.508,1,0
1.248,0.182,0.0978,0.2276,30.3,4.9,1,65.828,1,0
1.091,3.243,0.0546,3.5375,29.1,9.8,1,571.614,0,0
0.409,0.291,0.0907,0.1191,31.1,8.5,1,31.931,0,0
0.14,0.444,0.0713,0.062,34.0,6.3,1,13.106,1,0
0.708,0.286,0.0748,0.2022,37.7,1.2,1,44.799,1,0
2.316,0.968,0.1195,2.2415,36.8,1.6,2,792.894,1,0
0.943,1.321,0.02,1.245,22.5,9.2,0,73.656,0,0
1.886,1.677,0.0322,3.1622,32.6,7.3,0,301.479,1,0
4.882,0.398,0.0835,1.9433,33.2,1.1,1,479.84,1,0
0.279,0.695,0.0783,0.1936,37.7,10.5,1,44.975,0,0
1.277,0.971,0.0626,1.2396,26.1,36.1,1,229.41,0,1
1.222,0.894,0.0824,1.0927,32.1,11.7,1,266.503,0,0
4.01,1.107,0.0377,4.4393,30.4,6.7,0,494.01,1,0
4.341,1.275,0.0991,5.5333,25.9,25.3,1,1626.141,0,1
1.261,0.182,0.0877,0.2295,26.8,4.0,1,59.623,1,0
0.379,0.247,0.0937,0.0938,28.5,24.9,1,26.003,0,1
1.702,1.16,0.0285,1.9752,38.1,9.1,0,166.625,0,0
0.213,0.618,0.0813,0.1318,29.7,4.2,1,31.725,1,0
1.617,0.546,0.06,0.8823,24.8,39.4,1,156.493,0,1
2.51,0.586,0.1078,1.4715,38.3,0.7,2,468.507,1,0
0.583,0.472,0.0652,0.2751,34.3,1.5,1,53.125,1,0
1.096,0.815,0.0422,0.8936,27.4,6.9,0,111.868,1,0
0.662,0.412,0.0717,0.2732,27.4,28.9,1,57.863,0,1
0.676,0.91,0.0261,0.6152,35.8,5.3,0,47.652,1,0
0.472,0.281,0.0812,0.1326,24.4,36.7,1,31.904,0,1
1.536,1.234,0.0515,1.8955,26.8,25.7,1,289.315,0,1
2.852,1.317,0.0564,3.756,28.0,15.0,1,627.928,0,1
2.926,0.791,0.065,2.315,26.7,16.6,1,445.728,0,1
0.292,0.469,0.0537,0.1369,31.5,6.6,1,21.815,1,0
2.177,0.112,0.0925,0.243,42.2,4.1,1,66.619,1,0
1.437,0.204,0.0544,0.2927,26.4,26.6,1,47.093,0,1
0.391,0.166,0.0703,0.0652,26.9,35.7,1,13.561,0,1
0.17,0.108,0.0712,0.0184,33.1,7.8,1,3.871,1,0
0.412,1.125,0.0608,0.4634,25.6,30.0,1,83.325,0,1
2.533,2.6,0.0442,6.5854,27.3,23.6,0,861.587,0,1
1.103,0.109,0.02,0.1202,28.1,4.1,0,7.114,1,0
1.377,0.196,0.0821,0.2694,32.8,6.2,1,65.437,1,0
0.397,1.677,0.0393,0.6661,24.4,17.3,0,77.59,0,1
1.371,1.033,0.1002,1.4161,29.8,36.0,2,419.828,0,1
0.129,0.515,0.0476,0.0662,26.5,21.8,0,9.324,0,1
0.571,3.5,0.0854,1.9968,29.9,7.6,1,504.638,1,0
1.086,0.782,0.0626,0.8488,36.7,5.2,1,157.271,1,0
0.258,0.986,0.0917,0.2543,35.7,10.9,1,68.983,0,0
1.832,0.947,0.0676,1.7348,28.4,35.0,1,347.151,0,1
0.368,0.302,0.0696,0.1109,28.1,6.7,1,22.862,1,0
1.156,0.636,0.0369,0.7351,28.2,39.4,0,80.261,0,1
0.62,0.295,0.0752,0.1828,25.5,10.2,1,40.663,0,1
1.006,0.67,0.0786,0.6741,25.6,30.2,1,156.933,0,1
0.214,0.125,0.0635,0.0267,29.7,1.7,1,5.026,1,0
0.117,0.485,0.082,0.0568,27.0,6.5,1,13.785,1,0
2.503,0.472,0.0682,1.1826,30.3,10.8,1,238.801,0,0
0.414,0.376,0.0843,0.1557,30.8,5.0,1,38.881,1,0
1.813,0.166,0.0624,0.301,31.9,0.9,1,55.576,1,0
5.0,1.279,0.0822,6.3956,32.4,5.3,1,1554.631,1,0
0.338,0.536,0.0653,0.1811,28.9,10.5,1,34.967,0,0
0.408,1.445,0.1012,0.5899,24.7,28.6,2,176.324,0,1
1.187,1.545,0.0533,1.8343,26.8,11.2,1,289.391,0,0
3.465,0.292,0.0581,1.0127,27.8,14.7,1,173.954,0,1
2.575,0.538,0.0467,1.3842,29.3,4.8,0,192.118,1,0
0.799,1.121,0.0523,0.8957,32.5,3.7,1,138.575,1,0
1.685,0.654,0.0496,1.1017,33.5,4.4,0,161.668,1,0
0.246,1.645,0.1012,0.4045,34.5,11.6,2,121.054,0,0
3.891,0.778,0.1018,3.028,27.4,0.9,2,912.529,1,0
3.434,0.894,0.0576,3.0718,25.9,34.0,1,524.307,0,1
0.279,1.337,0.0885,0.3728,34.5,0.6,1,97.631,1,0
0.456,0.204,0.0568,0.0931,33.1,8.7,1,15.663,0,0
0.206,0.802,0.0687,0.1649,25.8,8.5,1,33.575,0,0
0.417,0.171,0.0907,0.0715,35.7,4.8,1,19.227,1,0
1.793,0.341,0.0553,0.6121,32.1,11.0,1,100.206,0,0
0.575,0.291,0.04,0.1675,31.6,7.8,0,19.859,1,0
0.193,0.77,0.0694,0.1482,35.0,6.2,1,30.462,1,0
0.519,1.586,0.0438,0.8229,27.2,2.5,0,106.86,1,0
4.084,0.214,0.0607,0.8739,30.0,15.4,1,157.377,0,1
1.093,1.27,0.0666,1.3888,29.1,26.3,1,273.276,0,1
0.638,0.224,0.0736,0.1426,29.0,38.7,1,31.111,0,1
0.282,0.268,0.0739,0.0757,28.6,33.3,1,16.545,0,1
4.381,2.091,0.0661,9.1596,35.1,5.4,1,1793.874,1,0
1.82,0.108,0.0772,0.1962,33.7,11.3,1,44.849,0,0
0.431,0.276,0.0912,0.1187,37.9,1.4,1,32.015,1,0
0.173,0.294,0.0771,0.0508,24.1,2.5,1,11.576,0,0
0.158,0.365,0.0812,0.0578,40.1,1.2,1,13.88,1,0
0.228,0.461,0.0422,0.1053,28.4,9.7,0,13.166,0,0
0.969,0.187,0.0646,0.1814,25.7,12.7,1,34.681,0,1
2.742,0.606,0.0684,1.6603,34.7,11.2,1,336.405,0,0
0.787,0.508,0.1066,0.3995,35.7,2.2,2,126.105,1,0
1.951,0.885,0.02,1.7258,33.5,2.3,0,102.27,1,0
0.69,1.717,0.0778,1.1854,27.4,19.6,1,272.887,0,1
1.333,0.383,0.0711,0.5102,28.0,9.7,1,107.668,0,0
1.416,0.733,0.0748,1.0376,29.0,0.7,1,230.011,1,0
0.291,0.471,0.0328,0.1372,28.7,1.3,0,13.356,1,0
0.548,0.133,0.064,0.0728,26.7,23.3,1,13.821,0,1
1.114,1.477,0.0976,1.6452,25.1,8.9,1,475.145,0,0
0.173,0.905,0.037,0.1568,36.9,4.5,0,17.198,1,0
0.549,0.102,0.0744,0.0558,35.4,11.6,1,12.29,0,0
0.865,0.33,0.0484,0.2853,31.6,3.0,0,40.889,1,0
5.0,0.396,0.0936,1.9784,27.4,6.9,1,549.056,1,0
0.743,1.435,0.0768,1.0669,29.5,8.2,1,242.411,0,0
1.793,1.244,0.0695,2.2308,29.8,30.3,1,458.9,0,1
0.666,0.504,0.0452,0.3352,32.3,8.4,0,44.817,0,0
1.692,0.237,0.0571,0.4008,33.8,2.9,1,67.859,1,0
1.005,0.49,0.0528,0.4926,28.0,11.4,1,76.813,0,1
2.277,1.429,0.0425,3.254,30.3,2.7,0,409.416,1,0
0.629,0.582,0.057,0.3661,32.5,3.6,1,61.721,1,0
1.027,0.199,0.021,0.2039,28.1,7.1,0,12.692,1,0
1.094,0.131,0.0745,0.1438,30.7,3.4,1,31.758,1,0
0.64,0.424,0.0517,0.2717,23.5,30.3,1,41.626,0,1
0.256,0.228,0.0459,0.0585,32.1,1.3,0,7.952,1,0
0.198,1.193,0.0313,0.2366,23.5,4.8,0,21.889,0,0
0.117,0.361,0.0684,0.0422,31.0,6.9,1,8.556,1,0
2.168,1.779,0.0986,3.8574,26.7,17.9,1,1125.718,0,1
0.37,0.869,0.054,0.3212,24.7,7.0,1,51.335,0,0
0.338,0.5,0.0875,0.1689,28.3,30.1,1,43.7,0,1
1.432,0.853,0.0716,1.222,27.7,28.8,1,259.427,0,1
0.486,0.38,0.0568,0.1845,27.2,10.3,1,31.068,0,0
0.805,0.222,0.0989,0.1787,27.6,18.8,1,52.281,0,1
0.277,2.763,0.0255,0.7664,29.3,11.0,0,57.784,0,0
3.313,0.763,0.0629,2.526,34.9,3.1,1,470.576,1,0
2.008,0.106,0.0529,0.2126,26.5,38.4,1,33.317,0,1
2.094,0.397,0.0664,0.8316,25.8,3.2,1,163.276,1,0
0.622,0.239,0.0369,0.1487,26.7,21.8,0,16.242,0,1
1.537,0.339,0.0761,0.5209,32.9,1.0,1,117.302,1,0
0.255,0.146,0.0275,0.0372,26.8,20.3,0,3.022,0,1
0.109,0.325,0.0729,0.0353,29.7,30.1,1,7.613,0,1
0.12,1.019,0.0499,0.1225,36.3,3.8,0,18.083,1,0
0.983,1.475,0.0692,1.45,31.9,8.0,1,297.165,1,0
0.708,0.441,0.0459,0.3124,30.6,30.0,0,42.454,0,1
0.83,0.691,0.043,0.5737,36.5,3.6,0,72.99,1,0
0.107,0.134,0.0918,0.0144,36.9,4.3,1,3.912,1,0
0.649,0.176,0.094,0.1144,35.6,7.7,1,31.848,1,0
1.366,0.742,0.0371,1.014,25.0,31.3,0,111.361,0,1
0.685,1.569,0.0632,1.0742,30.3,2.5,1,200.777,1,0
1.418,0.174,0.0755,0.2462,24.7,18.8,1,55.085,0,1
0.365,0.534,0.0587,0.195,32.2,7.1,1,33.882,1,0
1.777,2.917,0.0594,5.1841,27.3,15.4,1,911.603,0,1
0.988,1.174,0.0745,1.1596,30.2,5.6,1,255.373,1,0
0.337,0.276,0.0709,0.093,30.8,5.9,1,19.539,1,0
0.37,0.369,0.051,0.1364,26.2,1.1,1,20.624,1,0
1.089,2.464,0.0705,2.6831,39.7,5.4,1,560.394,1,0
1.872,0.3,0.0547,0.5611,27.9,11.8,1,90.878,0,1
0.637,0.565,0.0529,0.3601,29.4,14.3,1,56.429,0,1
0.399,0.452,0.0453,0.1801,34.2,4.6,0,24.178,1,0
2.117,0.639,0.0453,1.3525,27.0,14.8,0,181.057,0,1
1.206,0.316,0.0652,0.3812,29.5,4.8,1,73.559,1,0
0.694,0.983,0.0294,0.6825,31.4,1.5,0,59.395,1,0
0.769,0.314,0.0288,0.2414,24.2,35.3,0,20.611,0,1
0.328,0.837,0.0566,0.275,44.2,9.8,1,46.06,0,0
1.086,0.454,0.0601,0.4932,25.2,34.1,1,87.601,0,1
0.544,0.332,0.039,0.1806,29.0,22.9,0,20.843,0,1
5.0,1.05,0.095,5.2498,29.3,12.1,1,1476.199,0,1
0.754,2.787,0.0451,2.1025,27.2,12.0,0,280.39,0,0
0.765,1.728,0.0469,1.3227,28.2,20.1,0,183.732,0,1
0.934,0.173,0.0452,0.1613,37.2,6.5,0,21.601,1,0
2.586,0.585,0.079,1.5121,25.4,23.3,1,353.955,0,1
1.714,1.049,0.0939,1.7981,28.5,2.3,1,500.525,1,0
0.7,0.762,0.0407,0.533,30.8,8.5,0,64.296,0,0
1.368,1.137,0.0768,1.5554,31.1,8.6,1,353.488,0,0
0.982,3.055,0.0653,3.0014,24.0,38.6,1,581.887,0,1
0.778,0.435,0.0448,0.3386,25.7,5.5,0,44.896,1,0
0.314,1.279,0.0653,0.401,30.2,6.4,1,77.513,1,0
0.724,0.179,0.0336,0.1295,39.1,0.7,0,12.893,1,0
0.382,1.731,0.055,0.6613,28.4,1.3,1,107.921,1,0
2.563,1.306,0.04,3.3466,30.3,6.4,0,396.408,1,0
0.509,0.689,0.0533,0.3503,36.1,8.5,1,55.285,0,0
3.142,1.476,0.0614,4.6391,26.7,11.3,1,843.553,0,0
0.862,0.979,0.0899,0.8433,24.2,25.5,1,224.535,0,1
1.098,0.743,0.0611,0.8159,35.0,6.7,1,147.593,1,0
0.883,2.435,0.0401,2.15,27.0,1.5,0,255.116,1,0
0.239,0.212,0.0603,0.0505,25.9,18.7,1,9.03,0,1
0.571,3.5,0.02,1.9996,30.2,6.7,0,118.354,1,0
0.204,0.234,0.0771,0.0479,28.6,34.4,1,10.948,0,1
1.075,0.623,0.0438,0.6704,27.0,15.2,0,86.948,0,1
0.692,0.311,0.098,0.215,27.5,34.3,1,62.325,0,1
1.605,0.354,0.0783,0.568,29.0,3.7,1,131.484,1,0
0.349,0.899,0.0622,0.3139,25.9,12.9,1,57.818,0,1
0.28,0.128,0.054,0.0359,35.4,1.0,1,5.735,1,0
0.621,2.361,0.0514,1.4671,33.7,9.0,1,223.283,0,0
2.712,0.362,0.0527,0.9827,31.0,9.0,1,153.524,0,0
1.339,0.355,0.0599,0.4749,28.9,36.8,1,84.146,0,1
0.643,1.694,0.0519,1.0887,31.1,4.9,1,167.255,1,0
0.828,1.258,0.0711,1.042,36.2,6.2,1,219.466,1,0
0.188,0.991,0.0894,0.1863,33.1,4.4,1,49.304,1,0
4.272,0.227,0.0621,0.968,27.4,27.7,1,177.756,0,1
1.198,1.274,0.0821,1.5265,31.0,5.1,1,371.007,1,0
0.436,0.458,0.0335,0.1997,40.9,0.7,0,19.85,1,0
0.981,3.5,0.0671,3.435,36.5,6.3,1,683.131,1,0
0.216,0.99,0.0617,0.2138,38.0,0.9,1,39.096,1,0
3.477,1.546,0.0321,5.3741,34.7,9.2,0,510.259,0,0
0.292,1.159,0.0549,0.3385,25.3,25.9,1,54.946,0,1
1.144,0.822,0.0771,0.9401,26.0,7.2,1,214.689,1,0
0.382,1.108,0.02,0.4228,38.0,5.2,0,25.062,1,0
1.364,0.828,0.056,1.1297,30.0,8.6,1,187.632,0,0
1.6,0.142,0.0509,0.2272,28.2,31.6,1,34.291,0,1
1.219,0.439,0.0654,0.5353,30.5,31.7,1,103.701,0,1
1.053,0.404,0.0781,0.4258,28.5,37.6,1,98.683,0,1
2.33,1.101,0.074,2.5661,33.4,1.0,1,562.812,1,0
0.182,0.787,0.0794,0.1431,26.4,6.2,1,33.631,1,0
